"search_result_id","search_id","source_id","result_relation","review_status","notes"
"SRESULT-CAMBRICON-MLU590-MEM-READ-BW","SEARCH-CAMBRICON-MLU590-MEM-READ-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-MEM-WRITE-BW","SEARCH-CAMBRICON-MLU590-MEM-WRITE-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-MEM-DMA","SEARCH-CAMBRICON-MLU590-MEM-DMA","SRC-CAMBRICON-MLU-OPS-COMMIT-67B3707F","checked_no_support","draft","The fixed repository was checked but does not provide an MLU590-specific hardware mechanism for this requirement."
"SRESULT-CAMBRICON-MLU590-INTERCONNECT-PROTOCOL","SEARCH-CAMBRICON-MLU590-INTERCONNECT-PROTOCOL","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-INTERCONNECT-BW","SEARCH-CAMBRICON-MLU590-INTERCONNECT-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-INTERCONNECT-TOPOLOGY","SEARCH-CAMBRICON-MLU590-INTERCONNECT-TOPOLOGY","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-TOPK-SOFTWARE","SEARCH-CAMBRICON-MLU590-TOPK-SOFTWARE","SRC-CAMBRICON-CNNL-1-23-2-RELEASE-NOTES","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-TOPK-HARDWARE","SEARCH-CAMBRICON-MLU590-TOPK-HARDWARE","SRC-CAMBRICON-MLU-OPS-COMMIT-67B3707F","checked_no_support","draft","The fixed repository was checked but does not provide an MLU590-specific hardware mechanism for this requirement."
"SRESULT-CAMBRICON-MLU590-MOE-HARDWARE","SEARCH-CAMBRICON-MLU590-MOE-HARDWARE","SRC-CAMBRICON-MLU-OPS-COMMIT-67B3707F","checked_no_support","draft","The fixed repository was checked but does not provide an MLU590-specific hardware mechanism for this requirement."
"SRESULT-CAMBRICON-MLU590-ATTENTION-HARDWARE","SEARCH-CAMBRICON-MLU590-ATTENTION-HARDWARE","SRC-CAMBRICON-MLU-OPS-COMMIT-67B3707F","checked_no_support","draft","The fixed repository was checked but does not provide an MLU590-specific hardware mechanism for this requirement."
"SRESULT-CAMBRICON-MLU590-OPERATOR-LIBRARY","SEARCH-CAMBRICON-MLU590-OPERATOR-LIBRARY","SRC-CAMBRICON-CNNL-1-23-2-RELEASE-NOTES","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-COMPILER","SEARCH-CAMBRICON-MLU590-COMPILER","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-H8-NAME","SEARCH-CAMBRICON-MLU590-H8-NAME","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-H8-OBJECT-TYPE","SEARCH-CAMBRICON-MLU590-H8-OBJECT-TYPE","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-H8-FORM-FACTOR","SEARCH-CAMBRICON-MLU590-H8-FORM-FACTOR","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-H8-POWER","SEARCH-CAMBRICON-MLU590-H8-POWER","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-H8-COOLING","SEARCH-CAMBRICON-MLU590-H8-COOLING","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-H8-STATUS","SEARCH-CAMBRICON-MLU590-H8-STATUS","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-M9-NAME","SEARCH-CAMBRICON-MLU590-M9-NAME","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-M9-OBJECT-TYPE","SEARCH-CAMBRICON-MLU590-M9-OBJECT-TYPE","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-M9-FORM-FACTOR","SEARCH-CAMBRICON-MLU590-M9-FORM-FACTOR","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-M9-POWER","SEARCH-CAMBRICON-MLU590-M9-POWER","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-M9-COOLING","SEARCH-CAMBRICON-MLU590-M9-COOLING","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-M9-STATUS","SEARCH-CAMBRICON-MLU590-M9-STATUS","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRES-GROQ-LPU1-FP16-PHYSICAL-ACCUM","SEARCH-GROQ-LPU1-FP16-PHYSICAL-ACCUM","SRC-GROQ-TSP-ISCA2020","checked_no_support","draft","本包检索结果"
"SRES-GROQ-LPU1-SCALING","SEARCH-GROQ-LPU1-SCALING","SRC-GROQ-TSP-ISCA2020","checked_no_support","draft","本包检索结果"
"SRES-GROQ-LPU1-SUBNORMAL","SEARCH-GROQ-LPU1-SUBNORMAL","SRC-GROQ-TSP-ISCA2020","checked_no_support","draft","本包检索结果"
"SRES-GROQ-LPU1-TOPOLOGY","SEARCH-GROQ-LPU1-TOPOLOGY","SRC-GROQ-TSP-ISCA2022","inaccessible","draft","本包检索结果"
"SRES-GROQ-LPU1-MOE-ROUTE","SEARCH-GROQ-LPU1-MOE-ROUTE","SRC-GROQ-TSP-ISCA2020","checked_no_support","draft","本包检索结果"
"SRES-GROQ-LPU1-TOPK","SEARCH-GROQ-LPU1-TOPK","SRC-GROQ-TSP-ISCA2020","checked_no_support","draft","本包检索结果"
"SRES-NVG3-MXM-EXACT-FORMATS","SEARCH-NVG3-MXM-EXACT-FORMATS","SRC-NVG3-ARCH-BLOG-2026-03-16","checked_no_support","draft","本包检索结果"
"SRES-NVG3-MXM-ACCUM","SEARCH-NVG3-MXM-ACCUM","SRC-NVG3-ARCH-BLOG-2026-03-16","checked_no_support","draft","本包检索结果"
"SRES-NVG3-MXM-PHYSICAL-ACCUM","SEARCH-NVG3-MXM-PHYSICAL-ACCUM","SRC-NVG3-ARCH-BLOG-2026-03-16","checked_no_support","draft","本包检索结果"
"SRES-NVG3-VXM-FORMATS","SEARCH-NVG3-VXM-FORMATS","SRC-NVG3-ARCH-BLOG-2026-03-16","checked_no_support","draft","本包检索结果"
"SRES-NVG3-ROUNDING","SEARCH-NVG3-ROUNDING","SRC-NVG3-ARCH-BLOG-2026-03-16","checked_no_support","draft","本包检索结果"
"SRES-NVG3-SCALING","SEARCH-NVG3-SCALING","SRC-NVG3-ARCH-BLOG-2026-03-16","checked_no_support","draft","本包检索结果"
"SRES-NVG3-TOPOLOGY-CLASS","SEARCH-NVG3-TOPOLOGY-CLASS","SRC-NVG3-C2C-BLOG-2026-05-14","candidate","draft","本包检索结果"
"SRES-NVG3-MOE-ROUTE","SEARCH-NVG3-MOE-ROUTE","SRC-NVG3-ARCH-BLOG-2026-03-16","checked_no_support","draft","本包检索结果"
"SRES-NVG3-TOPK","SEARCH-NVG3-TOPK","SRC-NVG3-ARCH-BLOG-2026-03-16","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-PHYSICAL-ACCUM","SEARCH-HUAWEI-DV-PHYSICAL-ACCUM","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-ROUNDING","SEARCH-HUAWEI-DV-ROUNDING","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-SCALING","SEARCH-HUAWEI-DV-SCALING","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-SATURATION","SEARCH-HUAWEI-DV-SATURATION","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-SUBNORMAL","SEARCH-HUAWEI-DV-SUBNORMAL","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-INT8-OUTPUT","SEARCH-HUAWEI-DV-INT8-OUTPUT","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-SCALAR-THROUGHPUT","SEARCH-HUAWEI-DV-SCALAR-THROUGHPUT","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-VECTOR-THROUGHPUT","SEARCH-HUAWEI-DV-VECTOR-THROUGHPUT","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-MOE-ROUTE","SEARCH-HUAWEI-DV-MOE-ROUTE","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-HUAWEI-DV-TOPK","SEARCH-HUAWEI-DV-TOPK","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-EXECUTION","SEARCH-CAMBRICON-MLUARCH05-EXECUTION","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MATRIX","SEARCH-CAMBRICON-MLUARCH05-MATRIX","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MATRIX-THROUGHPUT","SEARCH-CAMBRICON-MLUARCH05-MATRIX-THROUGHPUT","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-VECTOR","SEARCH-CAMBRICON-MLUARCH05-VECTOR","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-SCALAR","SEARCH-CAMBRICON-MLUARCH05-SCALAR","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-FORMATS","SEARCH-CAMBRICON-MLUARCH05-FORMATS","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-ACCUM","SEARCH-CAMBRICON-MLUARCH05-ACCUM","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-PHYSICAL-ACCUM","SEARCH-CAMBRICON-MLUARCH05-PHYSICAL-ACCUM","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MEM-HIERARCHY","SEARCH-CAMBRICON-MLUARCH05-MEM-HIERARCHY","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MEM-CAPACITY","SEARCH-CAMBRICON-MLUARCH05-MEM-CAPACITY","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MEM-BW","SEARCH-CAMBRICON-MLUARCH05-MEM-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-INTERCONNECT","SEARCH-CAMBRICON-MLUARCH05-INTERCONNECT","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-INTERCONNECT-BW","SEARCH-CAMBRICON-MLUARCH05-INTERCONNECT-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-BANG-MAPPING","SEARCH-CAMBRICON-MLUARCH05-BANG-MAPPING","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MOE-ROUTE","SEARCH-CAMBRICON-MLUARCH05-MOE-ROUTE","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-TOPK","SEARCH-CAMBRICON-MLUARCH05-TOPK","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-GROQ-LPU1-ROUNDING-MODE","SEARCH-GROQ-LPU1-ROUNDING-MODE","SRC-GROQ-TSP-ISCA2020","checked_no_support","draft","PDF p.9 说明舍入发生阶段，不说明舍入模式"
"SRES-HUAWEI-DV-CUBE-FP16-ACCUM","SEARCH-HUAWEI-DV-CUBE-FP16-ACCUM","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","PDF p.3 说明 source/destination 格式，不直接支持 accumulation 字段"
"SRES-M2GA-G8T-ACC","SEARCH-M2GA-G8T-ACC","SRC-M2-GA-G13","checked_no_support","draft","来源明确支持产品存在，但不支持所缺字段"
"SRES-M2GA-G8I-ACC","SEARCH-M2GA-G8I-ACC","SRC-M2-GA-G13","checked_no_support","draft","来源明确支持产品存在，但不支持所缺字段"
"SRES-M2GA-TRN4-MICRO","SEARCH-M2GA-TRN4-MICRO","SRC-M2-GA-A09","checked_no_support","draft","来源明确支持产品存在，但不支持所缺字段"
"SRES-M2GA-GV3-MOE-HW","SEARCH-M2GA-GV3-MOE-HW","SRC-M2-GA-G01","checked_no_support","draft","已核对所列一手架构材料，未发现专用 MoE routing/router 声明；G01 Top-K 跨代叙述没有逐代归属，不用于本 requirement 的正事实"
"SRES-M2GA-GV4-MOE-HW","SEARCH-M2GA-GV4-MOE-HW","SRC-M2-GA-G03","checked_no_support","draft","已核对所列一手架构材料，未发现专用 MoE routing/router 声明；G01 Top-K 跨代叙述没有逐代归属，不用于本 requirement 的正事实"
"SRES-M2GA-GV5E-MOE-HW","SEARCH-M2GA-GV5E-MOE-HW","SRC-M2-GA-G05","checked_no_support","draft","已核对所列一手架构材料，未发现专用 MoE routing/router 声明；G01 Top-K 跨代叙述没有逐代归属，不用于本 requirement 的正事实"
"SRES-M2GA-GV5P-MOE-HW","SEARCH-M2GA-GV5P-MOE-HW","SRC-M2-GA-G01","checked_no_support","draft","已核对所列一手架构材料，未发现专用 MoE routing/router 声明；G01 Top-K 跨代叙述没有逐代归属，不用于本 requirement 的正事实"
"SRES-M2GA-GV6E-MOE-HW","SEARCH-M2GA-GV6E-MOE-HW","SRC-M2-GA-G15","checked_no_support","draft","已核对所列一手架构材料，未发现专用 MoE routing/router 声明；G01 Top-K 跨代叙述没有逐代归属，不用于本 requirement 的正事实"
"SRES-M2GA-G7X-MOE-HW","SEARCH-M2GA-G7X-MOE-HW","SRC-M2-GA-G01","checked_no_support","draft","已核对所列一手架构材料，未发现专用 MoE routing/router 声明；G01 Top-K 跨代叙述没有逐代归属，不用于本 requirement 的正事实"
"SRES-M2GA-AIF1-MOE-HW","SEARCH-M2GA-AIF1-MOE-HW","SRC-M2-GA-A02","checked_no_support","draft","已核对所选一手架构材料，未发现专用 MoE routing/router Top-K 物理模块声明"
"SRES-M2GA-ATRN1-MOE-HW","SEARCH-M2GA-ATRN1-MOE-HW","SRC-M2-GA-A05","checked_no_support","draft","已核对所选一手架构材料，未发现专用 MoE routing/router Top-K 物理模块声明"
"SRES-M2GA-AIF2-MOE-HW","SEARCH-M2GA-AIF2-MOE-HW","SRC-M2-GA-A05","checked_no_support","draft","已核对所选一手架构材料，未发现专用 MoE routing/router Top-K 物理模块声明"
"SRES-M2GA-ATRN3-MOE-HW","SEARCH-M2GA-ATRN3-MOE-HW","SRC-M2-GA-A07","checked_no_support","draft","已核对所选一手架构材料，未发现专用 MoE routing/router Top-K 物理模块声明"
"SRES-M2GA-G8T-LDE-DETAIL","SEARCH-M2GA-G8T-LDE-DETAIL","SRC-M2-GA-G13","checked_no_support","draft","G13 已核对，只有 LLM Decoder Engine 名称和产品特征，不支持内部算子/吞吐"
"SRES-M2GA-G8I-FP4-ACCUM","SEARCH-M2GA-G8I-FP4-ACCUM","SRC-M2-GA-G13","checked_no_support","draft","G13 已核对，FP4 峰值表不支持完整输入/乘积/累加/输出/舍入语义"
"SRES-M2GA-G8I-ICI-PROTOCOL-G13","SEARCH-M2GA-G8I-ICI-PROTOCOL-DETAIL","SRC-M2-GA-G13","checked_no_support","draft","G13 已核对，只支持 Boardfly/ICI 系统连接，不支持芯片级方向和有效载荷口径"
"SRES-M2GA-G8I-ICI-PROTOCOL-G14","SEARCH-M2GA-G8I-ICI-PROTOCOL-DETAIL","SRC-M2-GA-G14","checked_no_support","draft","G14 已核对，只支持 19.2 Tb/s 与网络直径等系统描述，不支持方向/有效载荷口径"
