"table_path","before_sha256","after_sha256","unchanged"
"数据/topologies.csv","3002be526aba90d9c646b1fc00d1e63e1c495713c8ee165ef02f11949915c8d8","3002be526aba90d9c646b1fc00d1e63e1c495713c8ee165ef02f11949915c8d8","true"
"数据/vendors.csv","10aaf2440ab727f2d887f0c72a1cb8397cc88aaccf8850d7cf8ca6c242efa156","10aaf2440ab727f2d887f0c72a1cb8397cc88aaccf8850d7cf8ca6c242efa156","true"
"最小参考资料库/conflict-groups.csv","370f536b11f893b56fcdccbcc26a3151536a579586ed9ae20b7e2926c4595054","370f536b11f893b56fcdccbcc26a3151536a579586ed9ae20b7e2926c4595054","true"
"最小参考资料库/conflict-members.csv","2969fa88cac48a50d6ddd663d22abc7b4888997887efbbfabea28d42d9f98d2d","2969fa88cac48a50d6ddd663d22abc7b4888997887efbbfabea28d42d9f98d2d","true"
"最小参考资料库/fact-assertions.csv","be571472611c65a73ff526f77383631f0df61c70e0b3a57d2bfd6f65cbfb089e","be571472611c65a73ff526f77383631f0df61c70e0b3a57d2bfd6f65cbfb089e","true"
"最小参考资料库/requirement-evidence.csv","8adb26e1df3e020d1a02ab3217b894b3c489a3ecfa030d186d3615c927c95b50","8adb26e1df3e020d1a02ab3217b894b3c489a3ecfa030d186d3615c927c95b50","true"
"最小参考资料库/search-log.csv","8a15366bb59f960e318491b4f4ccb01887accbefbdf316a535fc07c7f30decca","8a15366bb59f960e318491b4f4ccb01887accbefbdf316a535fc07c7f30decca","true"
"最小参考资料库/search-results.csv","1bcab32728aba2505307c993bd45c2974acfce3a2e10190301e4f68621cedc70","1bcab32728aba2505307c993bd45c2974acfce3a2e10190301e4f68621cedc70","true"
"最小参考资料库/selection-members.csv","b921192ac0cec96a5ebf1fd8c8d0ecc4951577804c2b1bea2976b1e4117bd620","b921192ac0cec96a5ebf1fd8c8d0ecc4951577804c2b1bea2976b1e4117bd620","true"
"最小参考资料库/selection-runs.csv","1c0b49aff25115cb358ad1d6dab32ed9de3b0814fa11342beb9b435ff48f9ba2","1c0b49aff25115cb358ad1d6dab32ed9de3b0814fa11342beb9b435ff48f9ba2","true"
"最小参考资料库/source-coverage.csv","68159e338aba9f2c63e159e27a822277e067290ff3f50da0a478cb9f5e8814ea","68159e338aba9f2c63e159e27a822277e067290ff3f50da0a478cb9f5e8814ea","true"
"最小参考资料库/source-endpoints.csv","652c53647108701eddaf2e1f998417570f852acce78f2b8a2714497baff13035","652c53647108701eddaf2e1f998417570f852acce78f2b8a2714497baff13035","true"
"最小参考资料库/source-families.csv","358869eac543ca7769129a0525834a366fb3abb5c3fba858b556bb414ed0b061","358869eac543ca7769129a0525834a366fb3abb5c3fba858b556bb414ed0b061","true"
"最小参考资料库/sources.csv","eba3f8a3c4a49e526a42a2bb1b5db0cfbf3930edd211fb2158db3c6a8b6b6208","eba3f8a3c4a49e526a42a2bb1b5db0cfbf3930edd211fb2158db3c6a8b6b6208","true"
"最小参考资料库/source-screening.csv","104e8d4d06de4d26deec1066367434e494ee72e22eee3d1a49ffe0759da8c05b","104e8d4d06de4d26deec1066367434e494ee72e22eee3d1a49ffe0759da8c05b","true"
"最小参考资料库/source-selected-roles.csv","aea2ecd4cd1fcf45f63817ca7d69e94434baa53ed9c184a16c4ad098bfafa5f5","aea2ecd4cd1fcf45f63817ca7d69e94434baa53ed9c184a16c4ad098bfafa5f5","true"
